NAME,ALIAS,PATH,DESCRIPTION
MASTER'S THESIS RESEARCH,NANO-597,/coursehistories/5931,Beginning with discussion of various perspectives on social change and law| this course then examines in detail the interdependent relationship between changes in legal and societal institutions. Emphasis will be placed on (1) how and when law can be an instrument for social change| and (2) how and when social change can cause legal change. In the assessment of this relationship| the laws of the United States and other countries as well as international law| will be studied. Throughout the course| discussions will include legal controversies relevant to social change such as civil liberties| gender and the law| and issues of State-Building. A comparative framework will be used in the analysis of this interdependent relationship between law and social change.   
