NAME,ALIAS,PATH,DESCRIPTION
SELECTED TOPICS IN MED,BFMD-073,/coursehistories/2477,This course is an introduction to the basic concepts and standards underlying financial accounting systems. Several important concepts will be studied in detail| including: revenue recognition| inventory| long-lived assets| present value| and long term liabilities. The course emphasizes the construction of the basic financial accounting statements - the income statement| balance sheet| and cash flow statement - as well as their interpretation.   
