NAME,ALIAS,PATH,DESCRIPTION
,STAT-510,/coursehistories/2146,
MATHEMATICAL STATISTICS,STAT-550,/coursehistories/2148,Topics vary each semester.   
APPLIED REG & ANALY VAR,STAT-500,/coursehistories/2145,Students will develop a hypothesis| design an experiment| carry it out| and write an analysis of the results.   
MATHEMATICAL STATISTICS,STAT-512,/coursehistories/3250,The objective of this course is to introduce students to the concepts| analyses| and activities that comprise marketing management| and to provide practice in assessing and solving marketing problems. The course is also a foundation for advanced electives in Marketing as well as other business/social disciplines. Topics include marketing strategy| customer behavior| segmentation| market research| product management| pricing| promotion| sales force management and competitive analysis.   
SAMPLE SURVEY METHODS,STAT-920,/coursehistories/5169,Introduction to economic analysis and its application. Theory of supply and demand| costs and revenues of the firm under perfect competition| monopoly and oligopoly| pricing of factors of production| income distribution| and theory of international trade. Econ 1 deals primarily with microeconomics.   
ADV TOPICS IN MATH STAT,STAT-552,/coursehistories/5598,
ADV TOPICS IN MATH STAT,STAT-972,/coursehistories/6566,Sexuality is usually thought of as being biological or social| divided into categories of natural and unnatural. Often misssed are its creative and communicative aspects. Examining the constructed social elements of sexuality requires attention be paid to folklore in groups| between individuals and on the larger platform of popular technological media. The most interesting locations for exploration are those places where borderlands or margins| occur between genders| orientations and other cultural categories. A field-based paper will be required that must include documentary research.   
