NAME,ALIAS,PATH,DESCRIPTION
BRYN MAWR EXCHANGE: Intro to Psychological Assessment: Cognition & Information Processing,BRYN-500,/coursehistories/4529,This is an introductory course on management information systems (MIS). The basic areas covered are: computer technology (hardware| software| and the economics of their use)| data and file management| structure and function of an MIS| and the MIS lifecycle (design| implementation| and evaluation). A term project emphasizes the design aspects of the lifecycle model.   
