NAME,ALIAS,PATH,DESCRIPTION
AMERICAN LEGAL SYSTEM,GLAW-064,/coursehistories/534,These courses are for students who do not necessarily intend to pursue a career in the law. They aim to communicate the nature of legal scholarship and thinking in the context of a specific area| such as intentional torts| affirmative action or civil rights. The courses will emphasize critical readings of case material| and will place this material in the appropriate social| cultural and legal contexts.   The topic for Fall 1997 is The American Legal System taught by Samuel Diamond. This course examines how American civil law responds to economic| social| technological and political change. It will trace selected areas of law| such as products liability| issues of life and death (e.g.| heroic measures and termination of life-support by artificial means)| and the changing role of lawyers in society.   Previous topics have included Race and Rights| and Blasphemy.   
