NAME,ALIAS,PATH,DESCRIPTION
ACDM WRTG/RSRCH DESIGN,MLA-541,/coursehistories/4350,An introduction to phonetics and phonology. Topics include articulatory phonetics (the anatomy of the vocal tract; how speech sounds are produced); transcription (conventions for representing the sounds of the world's languages); classification (how speech sounds are classified and represented cognitively through distinctive features); phonology (the grammar of speech sounds in various languages: their patterning and interaction) and syllable structure and its role in phonology.   
