NAME,ALIAS,PATH,DESCRIPTION
SELECTED TOPICS IN LAW,BFLW-064,/coursehistories/2990,For students who have never studied French or who have had very little exposure to the language. Most students with previous French should be in French 121 (elementary French for "false beginners"). All students who have already studied French elsewhere are required to take the placement test. Class work emphasizes the development of speaking and listening comprehension| reinforced by work in reading and writing. Course includes an introduction to French and Francophone culture. Out-of-class homework requires work with workbook| audio materials| in addition to frequent writing practice.   
