NAME,ALIAS,PATH,DESCRIPTION
VIPER SEMINAR: Vagelos Integrated Program in Energy Research (VIPER) Seminar Part I,VIPR-120,/coursehistories/5752,An introduction to the classical laws of motion requiring a background in calculus. Suggested for students in a pre-health program.   
VIPER SEMINAR II: Vagelos Integrated Program in Energy Research (VIPER) Seminar II,VIPR-121,/coursehistories/5847,The development of the major Christian groups from the Central Middle Ages to the beginning of the modern era. Theolory| worship| and community identification.   
