NAME,ALIAS,PATH,DESCRIPTION
Biomedical Research Program: Frontiers and Challenges,PSSA-001,/coursehistories/3707,This is an intermediate language class presuming basic fluency in speaking and listening and focusing on reading and writing abilities. By the end of the year| students are expected to have mastered the 1200 most commonly used characters and to have the ability to read basic Chinese texts. Students will be prepared for Advanced Modern Chinese or the commercial track.   
