ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
MKSE-112,2012C,MICHAEL KEARNS,2.27,1.93,2.44,2.09,1.49
MKSE-212,2012C,ANDREAS HAEBERLEN,2.92,2.45,3.16,2.70,2.76
MKSE-150,2013A,AARON L ROTH,2.79,2.31,2.86,2.43,1.81
MKSE-312,2013A,VICTOR M. PRECIADO,2.11,2.88,2.44,1.75,2.13
