ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
BIOT-515,2006C,SCOTT L DIAMOND,3.36,2.55,3.45,2.91,1.55
BIOT-599,2010C,SCOTT L DIAMOND,3.36,2.70,3.09,2.90,3.10
