ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
TELU-429,2015C,VENKATA BANDARU,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
TELU-409,2014C,VENKATA BANDARU,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
TELU-430,2016A,SUNDARAM RALLAPALLI,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
TELU-410,2015A,SUNDARAM RALLAPALLI,3.67,2.00,4.00,3.67,1.67
