ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
FRSM-103,2002A,ANITA F GELBURD,2.86,2.14,3.43,3.29,2.29
FRSM-110,2002A,WITOLD M RYBCZYNSKI,2.14,2.29,2.86,1.86,2.00
FRSM-104,2005C,VIVIAN C SELTZER,2.53,2.59,2.35,1.82,2.76
FRSM-106,2012C,RICHARD J ESTES,2.25,2.31,2.88,2.92,3.23
FRSM-128,2007C,JOAN F GOODMAN,2.58,2.00,2.78,2.42,2.26
FRSM-290,2002C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
