ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
MLYM-408,2015C,JAMES N KURICHI,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
MLYM-409,2016A,JAMES N KURICHI,3.50,1.00,3.50,4.00,1.00
MLYM-429,2015A,JAMES N KURICHI,2.00,2.33,2.33,2.33,2.33
MLYM-428,2016C,JAMES N KURICHI,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
